ID,KEYID,KEYSTATUSID,STARTDATE,ENDDATE,OWNERID,PERSONRESPID,NOTE
20740,14830,1,00:00.0,00:00.0,0,0,
20741,14831,3,00:00.0,00:00.0,1149396,0,
20742,7257,4,00:00.0,00:00.0,0,0,
20743,7256,1,00:00.0,00:00.0,0,0,
20744,16854,1,00:00.0,00:00.0,0,0,
20745,16855,3,00:00.0,00:00.0,1257046,0,
20746,16857,3,00:00.0,00:00.0,1305069,0,
20747,16972,1,00:00.0,00:00.0,0,0,
20748,18617,2,00:00.0,00:00.0,0,0,
20749,18599,3,00:00.0,00:00.0,1285781,0,
20750,18600,3,00:00.0,00:00.0,1272527,0,
20751,18601,3,00:00.0,00:00.0,1293412,0,
20752,18602,3,00:00.0,00:00.0,1295892,0,
20753,18605,3,00:00.0,00:00.0,1277708,0,
20754,18607,3,00:00.0,00:00.0,1228925,0,
20755,18610,3,00:00.0,00:00.0,1270276,0,
20756,18611,3,00:00.0,00:00.0,1274944,0,
20757,18612,3,00:00.0,00:00.0,1308808,0,
20758,18613,3,00:00.0,00:00.0,1307906,0,
20759,18614,3,00:00.0,00:00.0,1306441,0,
20760,18616,3,00:00.0,00:00.0,1319165,0,
20761,11201,2,00:00.0,00:00.0,0,0,
20762,11358,4,00:00.0,00:00.0,0,0,
20763,11378,4,00:00.0,00:00.0,0,0,
20764,11385,4,00:00.0,00:00.0,0,0,
20765,11380,2,00:00.0,00:00.0,0,0,
20766,11386,1,00:00.0,00:00.0,0,0,
20767,11383,3,00:00.0,00:00.0,1272560,0,
20768,11379,1,00:00.0,00:00.0,0,0,
20769,11387,1,00:00.0,00:00.0,0,0,
20770,11381,3,00:00.0,00:00.0,1276834,0,
20771,11391,3,00:00.0,00:00.0,1261447,0,
20772,11393,3,00:00.0,00:00.0,1120121,0,
20773,11394,3,00:00.0,00:00.0,1149225,0,
20774,11396,3,00:00.0,00:00.0,1247101,0,
20775,19404,3,00:00.0,00:00.0,1251443,0,
20776,19403,3,00:00.0,00:00.0,1152985,0,
20777,11223,1,00:00.0,00:00.0,0,0,
20778,11222,1,00:00.0,00:00.0,0,0,
20779,11221,4,00:00.0,00:00.0,0,0,
20780,11225,1,00:00.0,00:00.0,0,0,
20781,11230,1,00:00.0,00:00.0,0,0,
20782,11227,1,00:00.0,00:00.0,0,0,
20783,11226,4,00:00.0,00:00.0,0,0,
20784,4352,4,00:00.0,00:00.0,0,0,
20785,4350,1,00:00.0,00:00.0,0,0,
20786,4349,1,00:00.0,00:00.0,0,0,
20787,4356,2,00:00.0,00:00.0,0,0,
20788,11236,1,00:00.0,00:00.0,0,0,
20789,11237,1,00:00.0,00:00.0,0,0,
20790,11240,1,00:00.0,00:00.0,0,0,
20791,11241,1,00:00.0,00:00.0,0,0,
20792,11258,4,00:00.0,00:00.0,0,0,
20793,11268,1,00:00.0,00:00.0,0,0,
20794,11269,4,00:00.0,00:00.0,0,0,
20795,11274,2,00:00.0,00:00.0,0,0,
20796,11264,4,00:00.0,00:00.0,0,0,
20797,11260,2,00:00.0,00:00.0,0,0,
20798,11256,3,00:00.0,00:00.0,1131336,0,
20799,11263,1,00:00.0,00:00.0,0,0,
20800,11281,2,00:00.0,00:00.0,0,0,
20801,11277,2,00:00.0,00:00.0,0,0,
20802,11279,3,00:00.0,00:00.0,1292863,0,
20803,11280,1,00:00.0,00:00.0,0,0,
20804,20317,1,00:00.0,00:00.0,0,0,
20805,11276,1,00:00.0,00:00.0,0,0,
20806,11282,1,00:00.0,00:00.0,0,0,
20807,17820,2,00:00.0,00:00.0,0,0,
20808,11297,4,00:00.0,00:00.0,0,0,
20809,11293,3,00:00.0,00:00.0,1156587,0,
20810,11300,2,00:00.0,00:00.0,0,0,
20811,11317,1,00:00.0,00:00.0,0,0,
20812,11310,2,00:00.0,00:00.0,0,0,
20813,11309,2,00:00.0,00:00.0,0,0,
20814,11311,2,00:00.0,00:00.0,0,0,
20815,11315,1,00:00.0,00:00.0,0,0,
20816,11308,1,00:00.0,00:00.0,0,0,
20817,11312,2,00:00.0,00:00.0,0,0,
20818,11320,1,00:00.0,00:00.0,0,0,
20819,11331,4,00:00.0,00:00.0,0,0,
20820,11332,1,00:00.0,00:00.0,0,0,
20821,11334,1,00:00.0,00:00.0,0,0,
20822,11335,5,00:00.0,00:00.0,0,0,
20823,11336,2,00:00.0,00:00.0,0,0,
20824,17116,1,00:00.0,00:00.0,0,0,
20825,7356,1,00:00.0,00:00.0,0,0,
20826,7357,3,00:00.0,00:00.0,1265296,0,
20827,11483,3,00:00.0,00:00.0,1341614,0,
20828,11485,3,00:00.0,00:00.0,1293043,0,
20829,11486,3,00:00.0,00:00.0,1121503,0,
20830,11487,1,00:00.0,00:00.0,0,0,
20831,11494,3,00:00.0,00:00.0,1256829,0,
20832,11496,1,00:00.0,00:00.0,0,0,
20833,11490,1,00:00.0,00:00.0,0,0,
20834,11489,1,00:00.0,00:00.0,0,0,
20835,11491,1,00:00.0,00:00.0,0,0,
20836,11492,1,00:00.0,00:00.0,0,0,
20837,11493,1,00:00.0,00:00.0,0,0,
20838,11488,1,00:00.0,00:00.0,0,0,
20839,11495,3,00:00.0,00:00.0,1240090,0,
20840,11498,4,00:00.0,00:00.0,0,0,
20841,11497,1,00:00.0,00:00.0,0,0,
20842,11499,4,00:00.0,00:00.0,0,0,
20843,11506,2,00:00.0,00:00.0,0,0,
20844,11518,3,00:00.0,00:00.0,1328560,0,
20845,11519,3,00:00.0,00:00.0,1328560,0,
20846,11521,2,00:00.0,00:00.0,0,0,
20847,11520,2,00:00.0,00:00.0,0,0,
20848,11523,4,00:00.0,00:00.0,0,0,
20849,11522,3,00:00.0,00:00.0,1154337,0,
20850,11528,3,00:00.0,00:00.0,1272621,0,
20851,11529,1,00:00.0,00:00.0,0,0,
20852,11530,1,00:00.0,00:00.0,0,0,
20853,11533,2,00:00.0,00:00.0,0,0,
20854,20319,3,00:00.0,00:00.0,1293374,0,
20855,20320,3,00:00.0,00:00.0,1296235,0,
20856,11536,1,00:00.0,00:00.0,0,0,
20857,11539,2,00:00.0,00:00.0,0,0,
20858,11540,3,00:00.0,00:00.0,1297618,0,
20859,11541,3,00:00.0,00:00.0,1327167,0,
20860,11542,3,00:00.0,00:00.0,1288833,0,
20861,11543,3,00:00.0,00:00.0,1321458,0,
20862,11544,3,00:00.0,00:00.0,1233637,0,
20863,11545,1,00:00.0,00:00.0,0,0,
20864,11549,2,00:00.0,00:00.0,0,0,
20865,11551,3,00:00.0,00:00.0,1305505,0,
20866,11555,4,00:00.0,00:00.0,0,0,
20867,11556,3,00:00.0,00:00.0,1289531,0,
20868,11553,1,00:00.0,00:00.0,0,0,
20869,11559,1,00:00.0,00:00.0,0,0,
20870,11560,1,00:00.0,00:00.0,0,0,
20871,11558,1,00:00.0,00:00.0,0,0,
20872,11557,1,00:00.0,00:00.0,0,0,
20873,11561,1,00:00.0,00:00.0,0,0,
20874,20321,1,00:00.0,00:00.0,0,0,
20875,11562,1,00:00.0,00:00.0,0,0,
20876,9471,1,00:00.0,00:00.0,0,0,
20877,9472,1,00:00.0,00:00.0,0,0,
20878,11563,1,00:00.0,00:00.0,0,0,
20879,11564,1,00:00.0,00:00.0,0,0,
20880,11565,1,00:00.0,00:00.0,0,0,
20881,11566,1,00:00.0,00:00.0,0,0,
20882,11567,1,00:00.0,00:00.0,0,0,
20883,11568,1,00:00.0,00:00.0,0,0,
20884,11570,5,00:00.0,00:00.0,0,0,
20885,11574,1,00:00.0,00:00.0,0,0,
20886,11572,2,00:00.0,00:00.0,0,0,
20887,11584,3,00:00.0,00:00.0,1302894,0,
20888,11585,3,00:00.0,00:00.0,1157150,0,
20889,11586,3,00:00.0,00:00.0,1269813,0,
20890,11587,3,00:00.0,00:00.0,1243685,0,
20891,11588,3,00:00.0,00:00.0,1198371,0,
20892,11589,3,00:00.0,00:00.0,1297736,0,
20893,11590,3,00:00.0,00:00.0,1255982,0,
20894,11591,3,00:00.0,00:00.0,1120121,0,
20895,10121,1,00:00.0,00:00.0,0,0,
20896,10130,1,00:00.0,00:00.0,0,0,
20897,10123,1,00:00.0,00:00.0,0,0,
20898,10129,1,00:00.0,00:00.0,0,0,
20899,10128,1,00:00.0,00:00.0,0,0,
20900,10124,1,00:00.0,00:00.0,0,0,
20901,10125,1,00:00.0,00:00.0,0,0,
20902,10126,1,00:00.0,00:00.0,0,0,
20903,10122,1,00:00.0,00:00.0,0,0,
20904,10127,1,00:00.0,00:00.0,0,0,
20905,10131,1,00:00.0,00:00.0,0,0,
20906,10120,4,00:00.0,00:00.0,0,0,
20907,13155,1,00:00.0,00:00.0,0,0,
20908,13156,1,00:00.0,00:00.0,0,0,
20909,13157,3,00:00.0,00:00.0,1247101,0,
20910,4139,3,00:00.0,00:00.0,1288194,0,
20911,4467,4,00:00.0,00:00.0,0,0,
20912,4468,2,00:00.0,00:00.0,0,0,
20913,4472,3,00:00.0,00:00.0,1293289,0,
20914,4473,3,00:00.0,00:00.0,1294122,0,
20915,4470,3,00:00.0,00:00.0,1257295,0,
20916,4466,3,00:00.0,00:00.0,1294122,0,
20917,4477,3,00:00.0,00:00.0,1131336,0,
20918,11752,3,00:00.0,00:00.0,1152985,0,
20919,11754,3,00:00.0,00:00.0,0,0,
20920,4275,2,00:00.0,00:00.0,0,0,
20921,4271,2,00:00.0,00:00.0,0,0,
20922,4270,2,00:00.0,00:00.0,0,0,
20923,4280,2,00:00.0,00:00.0,0,0,
20924,4281,3,00:00.0,00:00.0,1329495,0,
20925,14865,2,00:00.0,00:00.0,0,0,
20926,14869,2,00:00.0,00:00.0,0,0,
20927,14873,2,00:00.0,00:00.0,0,0,
20928,14874,2,00:00.0,00:00.0,0,0,
20929,11929,3,00:00.0,00:00.0,1293280,0,
20930,7939,3,00:00.0,00:00.0,1928719,0,
20931,11595,2,00:00.0,00:00.0,0,0,
20932,11599,2,00:00.0,00:00.0,0,0,
20933,11600,2,00:00.0,00:00.0,0,0,
20934,11602,2,00:00.0,00:00.0,0,0,
20935,11593,2,00:00.0,00:00.0,0,0,
20936,11596,2,00:00.0,00:00.0,0,0,
20937,11598,2,00:00.0,00:00.0,0,0,
20938,20423,3,00:00.0,00:00.0,1224665,0,
20939,10372,2,00:00.0,00:00.0,0,0,
20940,10393,2,00:00.0,00:00.0,0,0,
20941,15098,2,00:00.0,00:00.0,0,0,
20942,15403,2,00:00.0,00:00.0,0,0,
20943,564,3,00:00.0,00:00.0,1305069,0,
20944,565,3,00:00.0,00:00.0,1317538,0,
20945,17136,3,00:00.0,00:00.0,1293619,0,
20946,17137,3,00:00.0,00:00.0,1293619,0,
20947,11603,1,00:00.0,00:00.0,0,0,
20948,11605,1,00:00.0,00:00.0,0,0,
20949,16071,1,00:00.0,00:00.0,0,0,
20950,16079,2,00:00.0,00:00.0,0,0,
20951,20398,3,00:00.0,00:00.0,1357200,0,
20952,17453,2,00:00.0,00:00.0,0,0,
20953,11614,3,00:00.0,00:00.0,1225550,0,
20954,11613,4,00:00.0,00:00.0,0,0,
20955,11615,2,00:00.0,00:00.0,0,0,
20956,11612,2,00:00.0,00:00.0,0,0,
20957,11617,2,00:00.0,00:00.0,0,0,
20958,11610,3,00:00.0,00:00.0,1323118,0,
20959,17579,3,00:00.0,00:00.0,1253497,0,
20960,17582,3,00:00.0,00:00.0,1270381,0,
20961,17585,1,00:00.0,00:00.0,0,0,
20962,17587,1,00:00.0,00:00.0,0,0,
20963,17653,3,00:00.0,00:00.0,1621132,0,
20964,18462,3,00:00.0,00:00.0,1405908,0,
20965,18469,3,00:00.0,00:00.0,1253497,0,
20966,18623,2,00:00.0,00:00.0,0,0,
20967,18624,2,00:00.0,00:00.0,0,0,
20968,18625,2,00:00.0,00:00.0,0,0,
20969,18627,2,00:00.0,00:00.0,0,0,
20970,11620,3,00:00.0,00:00.0,1259608,0,
20971,18777,3,00:00.0,00:00.0,1299801,0,
20972,18778,3,00:00.0,00:00.0,1313650,0,
20973,18779,3,00:00.0,00:00.0,1272888,0,
20974,18780,3,00:00.0,00:00.0,1277341,0,
20975,18776,3,00:00.0,00:00.0,1277341,0,
20976,18987,2,00:00.0,00:00.0,0,0,
20977,18983,3,00:00.0,00:00.0,1166088,0,
20978,19027,3,00:00.0,00:00.0,1405908,0,
20979,19028,2,00:00.0,00:00.0,0,0,
20980,19060,4,00:00.0,00:00.0,0,0,
20981,19059,3,00:00.0,00:00.0,1275950,0,
20982,19058,3,00:00.0,00:00.0,1277351,0,
20983,19063,3,00:00.0,00:00.0,1277351,0,
20984,19064,3,00:00.0,00:00.0,1277351,0,
20985,19065,3,00:00.0,00:00.0,1230363,0,
20986,19066,3,00:00.0,00:00.0,1868200,0,
20987,19409,2,00:00.0,00:00.0,0,0,
20988,19410,3,00:00.0,00:00.0,1297736,0,
20989,19437,3,00:00.0,00:00.0,1257919,0,
20990,19438,3,00:00.0,00:00.0,1251443,0,
20991,19439,3,00:00.0,00:00.0,1274076,0,
20992,19440,3,00:00.0,00:00.0,1174311,0,
20993,19441,3,00:00.0,00:00.0,1180991,0,
20994,19442,3,00:00.0,00:00.0,1328560,0,
20995,19443,3,00:00.0,00:00.0,1251817,0,
20996,19444,3,00:00.0,00:00.0,1329495,0,
20997,19555,3,00:00.0,00:00.0,1131336,0,
20998,19554,3,00:00.0,00:00.0,1256829,0,
20999,19553,3,00:00.0,00:00.0,1143724,0,
21000,19559,3,00:00.0,00:00.0,1303337,0,
21001,19557,3,00:00.0,00:00.0,1317538,0,
21002,19558,3,00:00.0,00:00.0,1317538,0,
21003,19556,3,00:00.0,00:00.0,1325860,0,
21004,19560,3,00:00.0,00:00.0,1131336,0,
21005,19561,3,00:00.0,00:00.0,1256829,0,
21006,19563,3,00:00.0,00:00.0,1325860,0,
21007,19565,3,00:00.0,00:00.0,1137823,0,
21008,19567,3,00:00.0,00:00.0,1137085,0,
21009,19568,3,00:00.0,00:00.0,1645689,0,
21010,19579,2,00:00.0,00:00.0,0,0,
21011,11623,3,00:00.0,00:00.0,1169234,0,
21012,20323,3,00:00.0,00:00.0,1200682,0,
21013,11624,3,00:00.0,00:00.0,1333721,0,
21014,11625,3,00:00.0,00:00.0,1176513,0,
21015,11628,3,00:00.0,00:00.0,1302894,0,
21016,11630,3,00:00.0,00:00.0,1152985,0,
21017,11631,3,00:00.0,00:00.0,1317126,0,
21018,11634,3,00:00.0,00:00.0,1198371,0,
21019,11637,3,00:00.0,00:00.0,1133802,0,
21020,19652,3,00:00.0,00:00.0,1298439,0,
21021,19653,3,00:00.0,00:00.0,1298439,0,
21022,19677,3,00:00.0,00:00.0,1270381,0,
21023,19678,3,00:00.0,00:00.0,1259608,0,
21024,19672,3,00:00.0,00:00.0,1405908,0,
21025,19674,3,00:00.0,00:00.0,1259608,0,
21026,19675,3,00:00.0,00:00.0,1255032,0,
21027,19676,3,00:00.0,00:00.0,1928719,0,
21028,19708,3,00:00.0,00:00.0,1143725,0,
21029,8748,3,00:00.0,00:00.0,1292923,0,
21030,8750,2,00:00.0,00:00.0,0,0,
21031,11428,1,00:00.0,00:00.0,0,0,
21032,11451,1,00:00.0,00:00.0,0,0,
21033,11450,1,00:00.0,00:00.0,0,0,
21034,16065,3,00:00.0,00:00.0,1270275,0,
21035,16066,3,00:00.0,00:00.0,1239004,0,
21036,16064,1,00:00.0,00:00.0,0,0,
21037,16060,1,00:00.0,00:00.0,0,0,
21038,16062,1,00:00.0,00:00.0,0,0,
21039,16061,3,00:00.0,00:00.0,1257295,0,
21040,16063,3,00:00.0,00:00.0,1881141,0,
21041,10581,1,00:00.0,00:00.0,0,0,
21042,10582,1,00:00.0,00:00.0,0,0,
21043,10578,1,00:00.0,00:00.0,0,0,
21044,10589,1,00:00.0,00:00.0,0,0,
21045,11699,3,00:00.0,00:00.0,1188798,0,
21046,16015,2,00:00.0,00:00.0,0,0,
21047,11708,1,00:00.0,00:00.0,0,0,
21048,11707,3,00:00.0,00:00.0,1322885,0,
21049,16026,3,00:00.0,00:00.0,1324739,0,
21050,11725,3,00:00.0,00:00.0,1288249,0,
21051,11119,1,00:00.0,00:00.0,0,0,
21052,11123,3,00:00.0,00:00.0,1329496,0,
21053,11130,1,00:00.0,00:00.0,0,0,
21054,11131,1,00:00.0,00:00.0,0,0,
21055,11135,3,00:00.0,00:00.0,1329496,0,
21056,11134,4,00:00.0,00:00.0,0,0,
21057,11136,1,00:00.0,00:00.0,0,0,
21058,11137,3,00:00.0,00:00.0,1164669,0,
21059,11139,3,00:00.0,00:00.0,1271359,0,
21060,11140,1,00:00.0,00:00.0,0,0,
21061,11142,1,00:00.0,00:00.0,0,0,
21062,11143,1,00:00.0,00:00.0,0,0,
21063,11141,1,00:00.0,00:00.0,0,0,
21064,11145,1,00:00.0,00:00.0,0,0,
21065,11146,4,00:00.0,00:00.0,0,0,
21066,11144,1,00:00.0,00:00.0,0,0,
21067,17113,4,00:00.0,00:00.0,0,0,
21068,17114,4,00:00.0,00:00.0,0,0,
21069,11650,2,00:00.0,00:00.0,0,0,
21070,11686,1,00:00.0,00:00.0,0,0,
21071,11657,3,00:00.0,00:00.0,1293280,0,
21072,11664,2,00:00.0,00:00.0,0,0,
21073,11668,3,00:00.0,00:00.0,1272403,0,
21074,11682,3,00:00.0,00:00.0,1251002,0,
21075,11669,1,00:00.0,00:00.0,0,0,
21076,11660,2,00:00.0,00:00.0,0,0,
21077,11663,2,00:00.0,00:00.0,0,0,
21078,11661,5,00:00.0,00:00.0,0,0,
21079,11680,2,00:00.0,00:00.0,0,0,
21080,11673,3,00:00.0,00:00.0,1328560,0,
21081,11675,3,00:00.0,00:00.0,1303184,0,
21082,11689,3,00:00.0,00:00.0,1169586,0,
21083,11679,4,00:00.0,00:00.0,0,0,
21084,11678,4,00:00.0,00:00.0,0,0,
21085,11667,4,00:00.0,00:00.0,0,0,
21086,11670,4,00:00.0,00:00.0,0,0,
21087,11694,3,00:00.0,00:00.0,1196125,0,
21088,16677,3,00:00.0,00:00.0,1259120,0,
21089,16678,3,00:00.0,00:00.0,1293284,0,
21090,16679,3,00:00.0,00:00.0,1240928,0,
21091,16682,2,00:00.0,00:00.0,0,0,
21092,20402,3,00:00.0,00:00.0,1297184,0,
21093,16684,3,00:00.0,00:00.0,1259120,0,
21094,17559,1,00:00.0,00:00.0,0,0,
21095,17558,3,00:00.0,00:00.0,1288194,0,
21096,17561,1,00:00.0,00:00.0,0,0,
21097,16701,3,00:00.0,00:00.0,1325047,0,
21098,16696,3,00:00.0,00:00.0,1250420,0,
21099,16698,2,00:00.0,00:00.0,0,0,
21100,16702,4,00:00.0,00:00.0,0,0,
21101,16699,3,00:00.0,00:00.0,1297184,0,
21102,16697,3,00:00.0,00:00.0,1271376,0,
21103,16701,3,00:00.0,00:00.0,1325047,0,
21104,18593,3,00:00.0,00:00.0,1266889,0,
21105,12636,3,00:00.0,00:00.0,1254879,0,
21106,12638,3,00:00.0,00:00.0,1306930,0,
21107,12639,3,00:00.0,00:00.0,1325047,0,
21108,12640,2,00:00.0,00:00.0,0,0,
21109,18488,3,00:00.0,00:00.0,1137085,0,
21110,11776,1,00:00.0,00:00.0,0,0,
21111,11779,1,00:00.0,00:00.0,0,0,
21112,11775,1,00:00.0,00:00.0,0,0,
21113,11778,1,00:00.0,00:00.0,0,0,
21114,11777,1,00:00.0,00:00.0,0,0,
21115,11774,1,00:00.0,00:00.0,0,0,
21116,3989,3,00:00.0,00:00.0,1325860,0,
21117,5466,4,00:00.0,00:00.0,0,0,
21118,5467,3,00:00.0,00:00.0,1211813,0,
21119,5468,3,00:00.0,00:00.0,1211813,0,
21120,5469,2,00:00.0,00:00.0,0,0,
21121,5474,3,00:00.0,00:00.0,1264501,0,
21122,5472,3,00:00.0,00:00.0,1310662,0,
21123,5475,2,00:00.0,00:00.0,0,0,
21124,5476,2,00:00.0,00:00.0,0,0,
21125,8942,3,00:00.0,00:00.0,1338576,0,
21126,8943,3,00:00.0,00:00.0,1648862,0,
21127,8944,3,00:00.0,00:00.0,1224665,0,
21128,8945,1,00:00.0,00:00.0,0,0,
21129,13187,1,00:00.0,00:00.0,0,0,
21130,13209,3,00:00.0,00:00.0,1226509,0,
21131,13216,3,00:00.0,00:00.0,1150814,0,
21132,13217,3,00:00.0,00:00.0,1224665,0,
21133,13228,1,00:00.0,00:00.0,0,0,
21134,13233,1,00:00.0,00:00.0,0,0,
21135,13244,1,00:00.0,00:00.0,0,0,
21136,13247,1,00:00.0,00:00.0,0,0,
21137,13288,1,00:00.0,00:00.0,0,0,
21138,20351,3,00:00.0,00:00.0,1335573,0,
21139,13268,3,00:00.0,00:00.0,1272621,0,
21140,13266,3,00:00.0,00:00.0,1292906,0,
21141,13263,3,00:00.0,00:00.0,1226509,0,
21142,13262,3,00:00.0,00:00.0,1250300,0,
21143,13271,3,00:00.0,00:00.0,1150814,0,
21144,13273,3,00:00.0,00:00.0,1247101,0,
21145,13275,3,00:00.0,00:00.0,1224665,0,
21146,13278,3,00:00.0,00:00.0,1154337,0,
21147,13279,3,00:00.0,00:00.0,1648862,0,
21148,8100,1,00:00.0,00:00.0,0,0,
21149,8101,3,00:00.0,00:00.0,1333721,0,
21150,2183,2,00:00.0,00:00.0,0,0,
21151,2184,2,00:00.0,00:00.0,0,0,
21152,20185,2,00:00.0,00:00.0,0,0,
21153,20186,2,00:00.0,00:00.0,0,0,
21154,20187,2,00:00.0,00:00.0,0,0,
21155,20188,2,00:00.0,00:00.0,0,0,
21156,17122,3,00:00.0,00:00.0,1266366,0,
21157,17123,1,00:00.0,00:00.0,0,0,
21158,17124,3,00:00.0,00:00.0,1293222,0,
21159,17125,1,00:00.0,00:00.0,0,0,
21160,6133,1,00:00.0,00:00.0,0,0,
21161,6015,3,00:00.0,00:00.0,1300676,0,
21162,6016,1,00:00.0,00:00.0,0,0,
21163,16852,1,00:00.0,00:00.0,0,0,
21164,16853,1,00:00.0,00:00.0,0,0,
21165,16850,1,00:00.0,00:00.0,0,0,
21166,16851,3,00:00.0,00:00.0,1305069,0,
21167,12226,3,00:00.0,00:00.0,1257295,0,
21168,12225,1,00:00.0,00:00.0,0,0,
21169,12231,1,00:00.0,00:00.0,0,0,
21170,12230,1,00:00.0,00:00.0,0,0,
21171,12238,1,00:00.0,00:00.0,0,0,
21172,15880,1,00:00.0,00:00.0,0,0,
21173,15881,1,00:00.0,00:00.0,0,0,
21174,8090,1,00:00.0,00:00.0,0,0,
21175,8091,3,00:00.0,00:00.0,1321955,0,
21176,8548,4,00:00.0,00:00.0,0,0,
21177,8549,1,00:00.0,00:00.0,0,0,
21178,12260,2,00:00.0,00:00.0,0,0,
21179,12259,1,00:00.0,00:00.0,0,0,
21180,13125,1,00:00.0,00:00.0,0,0,
21181,13126,1,00:00.0,00:00.0,0,0,
21182,4439,1,00:00.0,00:00.0,0,0,
21183,4440,1,00:00.0,00:00.0,0,0,
21184,561,1,00:00.0,00:00.0,0,0,
21185,562,1,00:00.0,00:00.0,0,0,
21186,4443,1,00:00.0,00:00.0,0,0,
21187,4444,4,00:00.0,00:00.0,0,0,
21188,5998,1,00:00.0,00:00.0,0,0,
21189,6000,1,00:00.0,00:00.0,0,0,
21190,17419,3,00:00.0,00:00.0,1257295,0,
21191,17420,2,00:00.0,00:00.0,0,0,
21192,6175,1,00:00.0,00:00.0,0,0,
21193,12270,1,00:00.0,00:00.0,0,0,
21194,12993,1,00:00.0,00:00.0,0,0,
21195,12994,3,00:00.0,00:00.0,1169586,0,
21196,6173,1,00:00.0,00:00.0,0,0,
21197,12272,1,00:00.0,00:00.0,0,0,
21198,20333,1,00:00.0,00:00.0,0,0,
21199,20334,1,00:00.0,00:00.0,0,0,
21200,20335,1,00:00.0,00:00.0,0,0,
21201,12277,1,00:00.0,00:00.0,0,0,
21202,12276,1,00:00.0,00:00.0,0,0,
21203,8096,1,00:00.0,00:00.0,0,0,
21204,12278,1,00:00.0,00:00.0,0,0,
21205,12283,2,00:00.0,00:00.0,0,0,
21206,12282,1,00:00.0,00:00.0,0,0,
21207,16568,3,00:00.0,00:00.0,1251817,0,
21208,16567,1,00:00.0,00:00.0,0,0,
21209,16474,3,00:00.0,00:00.0,1309558,0,
21210,16473,1,00:00.0,00:00.0,0,0,
21211,1286,1,00:00.0,00:00.0,0,0,
21212,12285,1,00:00.0,00:00.0,0,0,
21213,12284,1,00:00.0,00:00.0,0,0,
21214,12286,1,00:00.0,00:00.0,0,0,
21215,8094,1,00:00.0,00:00.0,0,0,
21216,4851,3,00:00.0,00:00.0,1270275,0,
21217,6151,1,00:00.0,00:00.0,0,0,
21218,12289,3,00:00.0,00:00.0,1317126,0,
21219,12288,1,00:00.0,00:00.0,0,0,
21220,12291,1,00:00.0,00:00.0,0,0,
21221,12290,1,00:00.0,00:00.0,0,0,
21222,9278,1,00:00.0,00:00.0,0,0,
21223,9279,3,00:00.0,00:00.0,1293043,0,
21224,15761,3,00:00.0,00:00.0,1325860,0,
21225,13123,1,00:00.0,00:00.0,0,0,
21226,13124,1,00:00.0,00:00.0,0,0,
21227,8092,1,00:00.0,00:00.0,0,0,
21228,16947,1,00:00.0,00:00.0,0,0,
21229,16948,3,00:00.0,00:00.0,1257046,0,
21230,4434,1,00:00.0,00:00.0,0,0,
21231,4436,1,00:00.0,00:00.0,0,0,
21232,4437,1,00:00.0,00:00.0,0,0,
21233,20217,3,00:00.0,00:00.0,1198371,0,
21234,8088,1,00:00.0,00:00.0,0,0,
21235,16952,1,00:00.0,00:00.0,0,0,
21236,16953,1,00:00.0,00:00.0,0,0,
21237,4441,1,00:00.0,00:00.0,0,0,
21238,4442,1,00:00.0,00:00.0,0,0,
21239,12302,1,00:00.0,00:00.0,0,0,
21240,8098,1,00:00.0,00:00.0,0,0,
21241,8099,1,00:00.0,00:00.0,0,0,
21242,4430,1,00:00.0,00:00.0,0,0,
21243,20216,3,00:00.0,00:00.0,1198371,0,
21244,5322,3,00:00.0,00:00.0,1324726,0,
21245,5323,3,00:00.0,00:00.0,1325048,0,
21246,12000,4,00:00.0,00:00.0,0,0,
21247,12005,3,00:00.0,00:00.0,1196125,0,
21248,12010,5,00:00.0,00:00.0,0,0,
21249,11998,5,00:00.0,00:00.0,0,0,
21250,11989,3,00:00.0,00:00.0,1272403,0,
21251,11990,4,00:00.0,00:00.0,0,0,
21252,11986,3,00:00.0,00:00.0,1251002,0,
21253,11985,3,00:00.0,00:00.0,1303184,0,
21254,12003,2,00:00.0,00:00.0,0,0,
21255,11999,3,00:00.0,00:00.0,1295224,0,
21256,11983,2,00:00.0,00:00.0,0,0,
21257,12014,3,00:00.0,00:00.0,1293280,0,
21258,12020,2,00:00.0,00:00.0,0,0,
21259,12054,2,00:00.0,00:00.0,0,0,
21260,12050,4,00:00.0,00:00.0,0,0,
21261,12051,5,00:00.0,00:00.0,0,0,
21262,12058,2,00:00.0,00:00.0,0,0,
21263,12056,2,00:00.0,00:00.0,0,0,
21264,12052,5,00:00.0,00:00.0,0,0,
21265,12045,2,00:00.0,00:00.0,0,0,
21266,12046,2,00:00.0,00:00.0,0,0,
21267,12064,2,00:00.0,00:00.0,0,0,
21268,12067,3,00:00.0,00:00.0,1270275,0,
21269,20397,3,00:00.0,00:00.0,1292843,0,
21270,16009,3,00:00.0,00:00.0,1292843,0,
21271,16010,1,00:00.0,00:00.0,0,0,
21272,19691,3,00:00.0,00:00.0,1209693,0,
21273,19692,3,00:00.0,00:00.0,1376074,0,
21274,19693,3,00:00.0,00:00.0,1218440,0,
21275,19694,3,00:00.0,00:00.0,1320025,0,
21276,16625,2,00:00.0,00:00.0,0,0,
21277,16631,2,00:00.0,00:00.0,0,0,
21278,16617,2,00:00.0,00:00.0,0,0,
21279,16618,2,00:00.0,00:00.0,0,0,
