ID,KEYID,KEYSTATUSID,STARTDATE,ENDDATE,OWNERID,PERSONRESPID,NOTE
28679,3447,1,00:00.0,00:00.0,0,0,
28680,3448,1,00:00.0,00:00.0,0,0,
28681,3449,1,00:00.0,00:00.0,0,0,
28682,3450,1,00:00.0,00:00.0,0,0,
28683,3451,1,00:00.0,00:00.0,0,0,
28684,3452,1,00:00.0,00:00.0,0,0,
28685,3453,1,00:00.0,00:00.0,0,0,
28686,3454,1,00:00.0,00:00.0,0,0,
28687,3455,1,00:00.0,00:00.0,0,0,
28688,3456,1,00:00.0,00:00.0,0,0,
28689,3457,1,00:00.0,00:00.0,0,0,
28690,3458,1,00:00.0,00:00.0,0,0,
28691,3459,1,00:00.0,00:00.0,0,0,
28692,3460,1,00:00.0,00:00.0,0,0,
28693,3462,1,00:00.0,00:00.0,0,0,
28694,3463,1,00:00.0,00:00.0,0,0,
28695,3466,1,00:00.0,00:00.0,0,0,
28696,3468,1,00:00.0,00:00.0,0,0,
28697,3469,1,00:00.0,00:00.0,0,0,
28698,3484,1,00:00.0,00:00.0,0,0,
28699,3486,1,00:00.0,00:00.0,0,0,
28700,3487,1,00:00.0,00:00.0,0,0,
28701,3488,1,00:00.0,00:00.0,0,0,
28702,3489,1,00:00.0,00:00.0,0,0,
28703,3490,1,00:00.0,00:00.0,0,0,
28704,3491,1,00:00.0,00:00.0,0,0,
28705,3493,1,00:00.0,00:00.0,0,0,
28706,3494,1,00:00.0,00:00.0,0,0,
28707,3495,1,00:00.0,00:00.0,0,0,
28708,3496,1,00:00.0,00:00.0,0,0,
28709,3497,1,00:00.0,00:00.0,0,0,
28710,3498,1,00:00.0,00:00.0,0,0,
28711,3499,1,00:00.0,00:00.0,0,0,
28712,3500,1,00:00.0,00:00.0,0,0,
28713,3501,1,00:00.0,00:00.0,0,0,
28714,3502,1,00:00.0,00:00.0,0,0,
28715,3503,1,00:00.0,00:00.0,0,0,
28716,3507,1,00:00.0,00:00.0,0,0,
28717,3508,1,00:00.0,00:00.0,0,0,
28718,3509,1,00:00.0,00:00.0,0,0,
28719,3510,1,00:00.0,00:00.0,0,0,
28720,3525,1,00:00.0,00:00.0,0,0,
28721,3526,1,00:00.0,00:00.0,0,0,
28722,3527,1,00:00.0,00:00.0,0,0,
28723,3528,1,00:00.0,00:00.0,0,0,
28724,3529,1,00:00.0,00:00.0,0,0,
28725,3535,1,00:00.0,00:00.0,0,0,
28726,3536,1,00:00.0,00:00.0,0,0,
28727,3537,1,00:00.0,00:00.0,0,0,
28728,3539,1,00:00.0,00:00.0,0,0,
28729,3542,1,00:00.0,00:00.0,0,0,
28730,3543,1,00:00.0,00:00.0,0,0,
28731,3544,1,00:00.0,00:00.0,0,0,
28732,3545,1,00:00.0,00:00.0,0,0,
28733,3546,1,00:00.0,00:00.0,0,0,
28734,3547,1,00:00.0,00:00.0,0,0,
28735,3548,1,00:00.0,00:00.0,0,0,
28736,3549,1,00:00.0,00:00.0,0,0,
28737,3550,1,00:00.0,00:00.0,0,0,
28738,3551,1,00:00.0,00:00.0,0,0,
28739,3552,1,00:00.0,00:00.0,0,0,
28740,3553,1,00:00.0,00:00.0,0,0,
28741,3554,1,00:00.0,00:00.0,0,0,
28742,3555,1,00:00.0,00:00.0,0,0,
28743,3556,1,00:00.0,00:00.0,0,0,
28744,3558,1,00:00.0,00:00.0,0,0,
28745,3561,1,00:00.0,00:00.0,0,0,
28746,3562,1,00:00.0,00:00.0,0,0,
28747,3564,1,00:00.0,00:00.0,0,0,
28748,3566,1,00:00.0,00:00.0,0,0,
28749,3567,1,00:00.0,00:00.0,0,0,
28750,3568,1,00:00.0,00:00.0,0,0,
28751,3569,1,00:00.0,00:00.0,0,0,
28752,3571,1,00:00.0,00:00.0,0,0,
28753,3572,1,00:00.0,00:00.0,0,0,
28754,3576,1,00:00.0,00:00.0,0,0,
28755,3580,1,00:00.0,00:00.0,0,0,
28756,3581,1,00:00.0,00:00.0,0,0,
28757,3582,1,00:00.0,00:00.0,0,0,
28758,3584,1,00:00.0,00:00.0,0,0,
28759,3585,1,00:00.0,00:00.0,0,0,
28760,3586,1,00:00.0,00:00.0,0,0,
28761,3587,1,00:00.0,00:00.0,0,0,
28762,3589,1,00:00.0,00:00.0,0,0,
28763,3590,1,00:00.0,00:00.0,0,0,
28764,3591,1,00:00.0,00:00.0,0,0,
28765,3592,1,00:00.0,00:00.0,0,0,
28766,3594,1,00:00.0,00:00.0,0,0,
28767,3595,1,00:00.0,00:00.0,0,0,
28768,3596,1,00:00.0,00:00.0,0,0,
28769,3597,1,00:00.0,00:00.0,0,0,
28770,3598,1,00:00.0,00:00.0,0,0,
28771,3599,1,00:00.0,00:00.0,0,0,
28772,3600,1,00:00.0,00:00.0,0,0,
28773,3601,1,00:00.0,00:00.0,0,0,
28774,3602,1,00:00.0,00:00.0,0,0,
28775,3604,1,00:00.0,00:00.0,0,0,
28776,3605,1,00:00.0,00:00.0,0,0,
28777,3606,1,00:00.0,00:00.0,0,0,
28778,3607,1,00:00.0,00:00.0,0,0,
28779,3609,1,00:00.0,00:00.0,0,0,
28780,3610,1,00:00.0,00:00.0,0,0,
28781,3611,1,00:00.0,00:00.0,0,0,
28782,3613,1,00:00.0,00:00.0,0,0,
28783,3614,1,00:00.0,00:00.0,0,0,
28784,3615,1,00:00.0,00:00.0,0,0,
28785,3617,1,00:00.0,00:00.0,0,0,
28786,3618,1,00:00.0,00:00.0,0,0,
28787,3619,1,00:00.0,00:00.0,0,0,
28788,3620,1,00:00.0,00:00.0,0,0,
28789,3621,1,00:00.0,00:00.0,0,0,
28790,3622,1,00:00.0,00:00.0,0,0,
28791,3623,1,00:00.0,00:00.0,0,0,
28792,3624,1,00:00.0,00:00.0,0,0,
28793,3626,1,00:00.0,00:00.0,0,0,
28794,3627,1,00:00.0,00:00.0,0,0,
28795,3628,1,00:00.0,00:00.0,0,0,
28796,3629,1,00:00.0,00:00.0,0,0,
28797,3630,1,00:00.0,00:00.0,0,0,
28798,3631,1,00:00.0,00:00.0,0,0,
28799,3633,1,00:00.0,00:00.0,0,0,
28800,3634,1,00:00.0,00:00.0,0,0,
28801,3635,1,00:00.0,00:00.0,0,0,
28802,3636,1,00:00.0,00:00.0,0,0,
28803,3637,1,00:00.0,00:00.0,0,0,
28804,3638,1,00:00.0,00:00.0,0,0,
28805,3639,1,00:00.0,00:00.0,0,0,
28806,3640,1,00:00.0,00:00.0,0,0,
28807,3646,1,00:00.0,00:00.0,0,0,
28808,3654,1,00:00.0,00:00.0,0,0,
28809,3656,1,00:00.0,00:00.0,0,0,
28810,3731,1,00:00.0,00:00.0,0,0,
28811,3738,1,00:00.0,00:00.0,0,0,
28812,3740,1,00:00.0,00:00.0,0,0,
28813,3742,1,00:00.0,00:00.0,0,0,
28814,3743,1,00:00.0,00:00.0,0,0,
28815,3757,1,00:00.0,00:00.0,0,0,
28816,3777,1,00:00.0,00:00.0,0,0,
28817,3778,1,00:00.0,00:00.0,0,0,
28818,3779,1,00:00.0,00:00.0,0,0,
28819,3780,1,00:00.0,00:00.0,0,0,
28820,3781,1,00:00.0,00:00.0,0,0,
28821,3783,1,00:00.0,00:00.0,0,0,
28822,3786,1,00:00.0,00:00.0,0,0,
28823,3787,1,00:00.0,00:00.0,0,0,
28824,3788,1,00:00.0,00:00.0,0,0,
28825,3789,1,00:00.0,00:00.0,0,0,
28826,3790,1,00:00.0,00:00.0,0,0,
28827,3791,1,00:00.0,00:00.0,0,0,
28828,3792,1,00:00.0,00:00.0,0,0,
28829,3793,1,00:00.0,00:00.0,0,0,
28830,3794,1,00:00.0,00:00.0,0,0,
28831,3797,1,00:00.0,00:00.0,0,0,
28832,3798,1,00:00.0,00:00.0,0,0,
28833,3799,1,00:00.0,00:00.0,0,0,
28834,3800,1,00:00.0,00:00.0,0,0,
28835,3801,1,00:00.0,00:00.0,0,0,
28836,3802,1,00:00.0,00:00.0,0,0,
28837,3803,1,00:00.0,00:00.0,0,0,
28838,3818,1,00:00.0,00:00.0,0,0,
28839,3819,1,00:00.0,00:00.0,0,0,
28840,3820,1,00:00.0,00:00.0,0,0,
28841,3821,1,00:00.0,00:00.0,0,0,
28842,3825,1,00:00.0,00:00.0,0,0,
28843,3826,1,00:00.0,00:00.0,0,0,
28844,3827,1,00:00.0,00:00.0,0,0,
28845,3828,1,00:00.0,00:00.0,0,0,
28846,3829,1,00:00.0,00:00.0,0,0,
28847,3831,1,00:00.0,00:00.0,0,0,
28848,3832,1,00:00.0,00:00.0,0,0,
28849,3833,1,00:00.0,00:00.0,0,0,
28850,3848,1,00:00.0,00:00.0,0,0,
28851,3855,1,00:00.0,00:00.0,0,0,
28852,3856,1,00:00.0,00:00.0,0,0,
28853,3857,1,00:00.0,00:00.0,0,0,
28854,3858,1,00:00.0,00:00.0,0,0,
28855,3859,1,00:00.0,00:00.0,0,0,
28856,3860,1,00:00.0,00:00.0,0,0,
28857,3861,1,00:00.0,00:00.0,0,0,
28858,3862,1,00:00.0,00:00.0,0,0,
28859,3863,1,00:00.0,00:00.0,0,0,
28860,3864,1,00:00.0,00:00.0,0,0,
28861,3888,1,00:00.0,00:00.0,0,0,
28862,3889,1,00:00.0,00:00.0,0,0,
28863,3895,1,00:00.0,00:00.0,0,0,
28864,3896,1,00:00.0,00:00.0,0,0,
28865,3898,1,00:00.0,00:00.0,0,0,
28866,3899,1,00:00.0,00:00.0,0,0,
28867,3900,1,00:00.0,00:00.0,0,0,
28868,3901,1,00:00.0,00:00.0,0,0,
28869,3903,1,00:00.0,00:00.0,0,0,
28870,3913,1,00:00.0,00:00.0,0,0,
28871,3914,1,00:00.0,00:00.0,0,0,
28872,3915,1,00:00.0,00:00.0,0,0,
28873,3920,1,00:00.0,00:00.0,0,0,
28874,3923,1,00:00.0,00:00.0,0,0,
28875,3924,1,00:00.0,00:00.0,0,0,
28876,3925,1,00:00.0,00:00.0,0,0,
28877,3926,1,00:00.0,00:00.0,0,0,
28878,3927,1,00:00.0,00:00.0,0,0,
28879,3944,1,00:00.0,00:00.0,0,0,
28880,3955,1,00:00.0,00:00.0,0,0,
28881,3982,1,00:00.0,00:00.0,0,0,
28882,3983,1,00:00.0,00:00.0,0,0,
28883,3984,1,00:00.0,00:00.0,0,0,
28884,3985,1,00:00.0,00:00.0,0,0,
28885,3986,1,00:00.0,00:00.0,0,0,
28886,3987,1,00:00.0,00:00.0,0,0,
28887,3991,1,00:00.0,00:00.0,0,0,
28888,3992,1,00:00.0,00:00.0,0,0,
28889,3994,1,00:00.0,00:00.0,0,0,
28890,3995,1,00:00.0,00:00.0,0,0,
28891,3996,1,00:00.0,00:00.0,0,0,
28892,3997,1,00:00.0,00:00.0,0,0,
28893,3999,1,00:00.0,00:00.0,0,0,
28894,4000,1,00:00.0,00:00.0,0,0,
28895,4001,1,00:00.0,00:00.0,0,0,
28896,4004,1,00:00.0,00:00.0,0,0,
28897,4005,1,00:00.0,00:00.0,0,0,
28898,4013,1,00:00.0,00:00.0,0,0,
28899,4014,1,00:00.0,00:00.0,0,0,
28900,4015,1,00:00.0,00:00.0,0,0,
28901,4016,1,00:00.0,00:00.0,0,0,
28902,4017,1,00:00.0,00:00.0,0,0,
28903,4018,1,00:00.0,00:00.0,0,0,
28904,4019,1,00:00.0,00:00.0,0,0,
28905,4020,1,00:00.0,00:00.0,0,0,
28906,4022,1,00:00.0,00:00.0,0,0,
28907,4023,1,00:00.0,00:00.0,0,0,
28908,4024,1,00:00.0,00:00.0,0,0,
28909,4025,1,00:00.0,00:00.0,0,0,
28910,4026,1,00:00.0,00:00.0,0,0,
28911,4027,1,00:00.0,00:00.0,0,0,
28912,4028,1,00:00.0,00:00.0,0,0,
28913,4029,1,00:00.0,00:00.0,0,0,
28914,4030,1,00:00.0,00:00.0,0,0,
28915,4031,1,00:00.0,00:00.0,0,0,
28916,4032,1,00:00.0,00:00.0,0,0,
28917,4033,1,00:00.0,00:00.0,0,0,
28918,4034,1,00:00.0,00:00.0,0,0,
28919,4035,1,00:00.0,00:00.0,0,0,
28920,4043,1,00:00.0,00:00.0,0,0,
28921,4044,1,00:00.0,00:00.0,0,0,
28922,4045,1,00:00.0,00:00.0,0,0,
28923,4047,1,00:00.0,00:00.0,0,0,
28924,4048,1,00:00.0,00:00.0,0,0,
28925,4049,1,00:00.0,00:00.0,0,0,
28926,4051,1,00:00.0,00:00.0,0,0,
28927,4052,1,00:00.0,00:00.0,0,0,
28928,4053,1,00:00.0,00:00.0,0,0,
28929,4054,1,00:00.0,00:00.0,0,0,
28930,4055,1,00:00.0,00:00.0,0,0,
28931,4056,1,00:00.0,00:00.0,0,0,
28932,4057,1,00:00.0,00:00.0,0,0,
28933,4058,1,00:00.0,00:00.0,0,0,
28934,4059,1,00:00.0,00:00.0,0,0,
28935,4060,1,00:00.0,00:00.0,0,0,
28936,4061,1,00:00.0,00:00.0,0,0,
28937,4062,1,00:00.0,00:00.0,0,0,
28938,4063,1,00:00.0,00:00.0,0,0,
28939,4064,1,00:00.0,00:00.0,0,0,
28940,4065,1,00:00.0,00:00.0,0,0,
28941,4067,1,00:00.0,00:00.0,0,0,
28942,4068,1,00:00.0,00:00.0,0,0,
28943,4069,1,00:00.0,00:00.0,0,0,
28944,4073,1,00:00.0,00:00.0,0,0,
28945,4074,1,00:00.0,00:00.0,0,0,
28946,4075,1,00:00.0,00:00.0,0,0,
28947,4076,1,00:00.0,00:00.0,0,0,
28948,4079,1,00:00.0,00:00.0,0,0,
28949,4080,1,00:00.0,00:00.0,0,0,
28950,4082,1,00:00.0,00:00.0,0,0,
28951,4083,1,00:00.0,00:00.0,0,0,
28952,4084,1,00:00.0,00:00.0,0,0,
28953,4086,1,00:00.0,00:00.0,0,0,
28954,4087,1,00:00.0,00:00.0,0,0,
28955,4088,1,00:00.0,00:00.0,0,0,
28956,4089,1,00:00.0,00:00.0,0,0,
28957,4090,1,00:00.0,00:00.0,0,0,
28958,4091,1,00:00.0,00:00.0,0,0,
28959,4093,1,00:00.0,00:00.0,0,0,
28960,4094,1,00:00.0,00:00.0,0,0,
28961,4095,1,00:00.0,00:00.0,0,0,
28962,4096,1,00:00.0,00:00.0,0,0,
28963,4097,1,00:00.0,00:00.0,0,0,
28964,4098,1,00:00.0,00:00.0,0,0,
28965,4099,1,00:00.0,00:00.0,0,0,
28966,4101,1,00:00.0,00:00.0,0,0,
28967,4103,1,00:00.0,00:00.0,0,0,
28968,4104,1,00:00.0,00:00.0,0,0,
28969,4105,1,00:00.0,00:00.0,0,0,
28970,4108,1,00:00.0,00:00.0,0,0,
28971,4110,1,00:00.0,00:00.0,0,0,
28972,4111,1,00:00.0,00:00.0,0,0,
28973,4112,1,00:00.0,00:00.0,0,0,
28974,4113,1,00:00.0,00:00.0,0,0,
28975,4114,1,00:00.0,00:00.0,0,0,
28976,4116,1,00:00.0,00:00.0,0,0,
28977,4118,1,00:00.0,00:00.0,0,0,
28978,4133,1,00:00.0,00:00.0,0,0,
28979,4134,1,00:00.0,00:00.0,0,0,
28980,4135,1,00:00.0,00:00.0,0,0,
28981,4140,1,00:00.0,00:00.0,0,0,
28982,4141,1,00:00.0,00:00.0,0,0,
28983,4142,1,00:00.0,00:00.0,0,0,
28984,4143,1,00:00.0,00:00.0,0,0,
28985,4145,1,00:00.0,00:00.0,0,0,
28986,4146,1,00:00.0,00:00.0,0,0,
28987,4147,1,00:00.0,00:00.0,0,0,
28988,4150,1,00:00.0,00:00.0,0,0,
28989,4151,1,00:00.0,00:00.0,0,0,
28990,4153,1,00:00.0,00:00.0,0,0,
28991,4154,1,00:00.0,00:00.0,0,0,
28992,4155,1,00:00.0,00:00.0,0,0,
28993,4156,1,00:00.0,00:00.0,0,0,
28994,4157,1,00:00.0,00:00.0,0,0,
28995,4158,1,00:00.0,00:00.0,0,0,
28996,4160,1,00:00.0,00:00.0,0,0,
28997,4161,1,00:00.0,00:00.0,0,0,
28998,4162,1,00:00.0,00:00.0,0,0,
28999,4163,1,00:00.0,00:00.0,0,0,
29000,4164,1,00:00.0,00:00.0,0,0,
29001,4165,1,00:00.0,00:00.0,0,0,
29002,4166,1,00:00.0,00:00.0,0,0,
29003,4167,1,00:00.0,00:00.0,0,0,
29004,4169,1,00:00.0,00:00.0,0,0,
29005,4171,1,00:00.0,00:00.0,0,0,
29006,4172,1,00:00.0,00:00.0,0,0,
29007,4174,1,00:00.0,00:00.0,0,0,
29008,4175,1,00:00.0,00:00.0,0,0,
29009,4176,1,00:00.0,00:00.0,0,0,
29010,4177,1,00:00.0,00:00.0,0,0,
29011,4178,1,00:00.0,00:00.0,0,0,
29012,4179,1,00:00.0,00:00.0,0,0,
29013,4180,1,00:00.0,00:00.0,0,0,
29014,4183,1,00:00.0,00:00.0,0,0,
29015,4184,1,00:00.0,00:00.0,0,0,
29016,4185,1,00:00.0,00:00.0,0,0,
29017,4186,1,00:00.0,00:00.0,0,0,
29018,4187,1,00:00.0,00:00.0,0,0,
29019,4188,1,00:00.0,00:00.0,0,0,
29020,4189,1,00:00.0,00:00.0,0,0,
29021,4190,1,00:00.0,00:00.0,0,0,
29022,4191,1,00:00.0,00:00.0,0,0,
29023,4198,1,00:00.0,00:00.0,0,0,
29024,4199,1,00:00.0,00:00.0,0,0,
29025,4200,1,00:00.0,00:00.0,0,0,
29026,4201,1,00:00.0,00:00.0,0,0,
29027,4203,1,00:00.0,00:00.0,0,0,
29028,4241,1,00:00.0,00:00.0,0,0,
29029,4242,1,00:00.0,00:00.0,0,0,
29030,4243,1,00:00.0,00:00.0,0,0,
29031,4244,1,00:00.0,00:00.0,0,0,
29032,4245,1,00:00.0,00:00.0,0,0,
29033,4246,1,00:00.0,00:00.0,0,0,
29034,4247,1,00:00.0,00:00.0,0,0,
29035,4249,1,00:00.0,00:00.0,0,0,
29036,4250,1,00:00.0,00:00.0,0,0,
29037,4251,1,00:00.0,00:00.0,0,0,
29038,4254,1,00:00.0,00:00.0,0,0,
29039,4255,1,00:00.0,00:00.0,0,0,
29040,4256,1,00:00.0,00:00.0,0,0,
29041,4257,1,00:00.0,00:00.0,0,0,
29042,4258,1,00:00.0,00:00.0,0,0,
29043,4259,1,00:00.0,00:00.0,0,0,
29044,4260,1,00:00.0,00:00.0,0,0,
29045,4261,1,00:00.0,00:00.0,0,0,
29046,4264,1,00:00.0,00:00.0,0,0,
29047,4265,1,00:00.0,00:00.0,0,0,
29048,4266,1,00:00.0,00:00.0,0,0,
29049,4267,1,00:00.0,00:00.0,0,0,
29050,4268,1,00:00.0,00:00.0,0,0,
29051,4277,1,00:00.0,00:00.0,0,0,
29052,4282,1,00:00.0,00:00.0,0,0,
29053,4283,1,00:00.0,00:00.0,0,0,
29054,4284,1,00:00.0,00:00.0,0,0,
29055,4285,1,00:00.0,00:00.0,0,0,
29056,4286,1,00:00.0,00:00.0,0,0,
29057,4287,1,00:00.0,00:00.0,0,0,
29058,4288,1,00:00.0,00:00.0,0,0,
29059,4289,1,00:00.0,00:00.0,0,0,
29060,4294,1,00:00.0,00:00.0,0,0,
29061,4295,1,00:00.0,00:00.0,0,0,
29062,4296,1,00:00.0,00:00.0,0,0,
29063,4297,1,00:00.0,00:00.0,0,0,
29064,4298,1,00:00.0,00:00.0,0,0,
29065,4299,1,00:00.0,00:00.0,0,0,
29066,4312,1,00:00.0,00:00.0,0,0,
29067,4313,1,00:00.0,00:00.0,0,0,
29068,4314,1,00:00.0,00:00.0,0,0,
29069,4315,1,00:00.0,00:00.0,0,0,
29070,4316,1,00:00.0,00:00.0,0,0,
29071,4317,1,00:00.0,00:00.0,0,0,
29072,4318,1,00:00.0,00:00.0,0,0,
29073,4319,1,00:00.0,00:00.0,0,0,
29074,4320,1,00:00.0,00:00.0,0,0,
29075,4321,1,00:00.0,00:00.0,0,0,
29076,4322,1,00:00.0,00:00.0,0,0,
29077,4323,1,00:00.0,00:00.0,0,0,
29078,4324,1,00:00.0,00:00.0,0,0,
29079,4325,1,00:00.0,00:00.0,0,0,
29080,4326,1,00:00.0,00:00.0,0,0,
29081,4327,1,00:00.0,00:00.0,0,0,
29082,4328,1,00:00.0,00:00.0,0,0,
29083,4329,1,00:00.0,00:00.0,0,0,
29084,4330,1,00:00.0,00:00.0,0,0,
29085,4331,1,00:00.0,00:00.0,0,0,
29086,4334,1,00:00.0,00:00.0,0,0,
29087,4335,1,00:00.0,00:00.0,0,0,
29088,4336,1,00:00.0,00:00.0,0,0,
29089,4337,1,00:00.0,00:00.0,0,0,
29090,4338,1,00:00.0,00:00.0,0,0,
29091,4340,1,00:00.0,00:00.0,0,0,
29092,4341,1,00:00.0,00:00.0,0,0,
29093,4344,1,00:00.0,00:00.0,0,0,
29094,4345,1,00:00.0,00:00.0,0,0,
29095,4347,1,00:00.0,00:00.0,0,0,
29096,4357,1,00:00.0,00:00.0,0,0,
29097,4358,1,00:00.0,00:00.0,0,0,
29098,4359,1,00:00.0,00:00.0,0,0,
29099,4360,1,00:00.0,00:00.0,0,0,
29100,4361,1,00:00.0,00:00.0,0,0,
29101,4362,1,00:00.0,00:00.0,0,0,
29102,4363,1,00:00.0,00:00.0,0,0,
29103,4364,1,00:00.0,00:00.0,0,0,
29104,4365,1,00:00.0,00:00.0,0,0,
29105,4366,1,00:00.0,00:00.0,0,0,
29106,4367,1,00:00.0,00:00.0,0,0,
29107,4368,1,00:00.0,00:00.0,0,0,
29108,4369,1,00:00.0,00:00.0,0,0,
29109,4370,1,00:00.0,00:00.0,0,0,
29110,4371,1,00:00.0,00:00.0,0,0,
29111,4372,1,00:00.0,00:00.0,0,0,
29112,4373,1,00:00.0,00:00.0,0,0,
29113,4374,1,00:00.0,00:00.0,0,0,
29114,4375,1,00:00.0,00:00.0,0,0,
29115,4376,1,00:00.0,00:00.0,0,0,
29116,4377,1,00:00.0,00:00.0,0,0,
29117,4414,1,00:00.0,00:00.0,0,0,
29118,4415,1,00:00.0,00:00.0,0,0,
29119,4416,1,00:00.0,00:00.0,0,0,
29120,4420,1,00:00.0,00:00.0,0,0,
29121,4421,1,00:00.0,00:00.0,0,0,
29122,4450,1,00:00.0,00:00.0,0,0,
29123,4451,1,00:00.0,00:00.0,0,0,
29124,4452,1,00:00.0,00:00.0,0,0,
29125,4456,1,00:00.0,00:00.0,0,0,
29126,4457,1,00:00.0,00:00.0,0,0,
29127,4459,1,00:00.0,00:00.0,0,0,
29128,4460,1,00:00.0,00:00.0,0,0,
29129,4461,1,00:00.0,00:00.0,0,0,
29130,4463,1,00:00.0,00:00.0,0,0,
29131,4464,1,00:00.0,00:00.0,0,0,
29132,4479,1,00:00.0,00:00.0,0,0,
29133,4480,1,00:00.0,00:00.0,0,0,
29134,4481,1,00:00.0,00:00.0,0,0,
29135,4482,1,00:00.0,00:00.0,0,0,
29136,4483,1,00:00.0,00:00.0,0,0,
29137,4484,1,00:00.0,00:00.0,0,0,
29138,4485,1,00:00.0,00:00.0,0,0,
29139,4486,1,00:00.0,00:00.0,0,0,
29140,4487,1,00:00.0,00:00.0,0,0,
29141,4488,1,00:00.0,00:00.0,0,0,
29142,4492,1,00:00.0,00:00.0,0,0,
29143,4494,1,00:00.0,00:00.0,0,0,
29144,4495,1,00:00.0,00:00.0,0,0,
29145,4496,1,00:00.0,00:00.0,0,0,
29146,4497,1,00:00.0,00:00.0,0,0,
29147,4498,1,00:00.0,00:00.0,0,0,
29148,4499,1,00:00.0,00:00.0,0,0,
29149,4500,1,00:00.0,00:00.0,0,0,
29150,4501,1,00:00.0,00:00.0,0,0,
29151,4502,1,00:00.0,00:00.0,0,0,
29152,4503,1,00:00.0,00:00.0,0,0,
29153,4504,1,00:00.0,00:00.0,0,0,
29154,4505,1,00:00.0,00:00.0,0,0,
29155,4506,1,00:00.0,00:00.0,0,0,
29156,4507,1,00:00.0,00:00.0,0,0,
29157,4508,1,00:00.0,00:00.0,0,0,
29158,4509,1,00:00.0,00:00.0,0,0,
29159,4511,1,00:00.0,00:00.0,0,0,
29160,4512,1,00:00.0,00:00.0,0,0,
29161,4513,1,00:00.0,00:00.0,0,0,
29162,4514,1,00:00.0,00:00.0,0,0,
29163,4515,1,00:00.0,00:00.0,0,0,
29164,4516,1,00:00.0,00:00.0,0,0,
29165,4517,1,00:00.0,00:00.0,0,0,
29166,4518,1,00:00.0,00:00.0,0,0,
29167,4519,1,00:00.0,00:00.0,0,0,
29168,4520,1,00:00.0,00:00.0,0,0,
29169,4521,1,00:00.0,00:00.0,0,0,
29170,4522,1,00:00.0,00:00.0,0,0,
29171,4523,1,00:00.0,00:00.0,0,0,
29172,4524,1,00:00.0,00:00.0,0,0,
29173,4525,1,00:00.0,00:00.0,0,0,
29174,4526,1,00:00.0,00:00.0,0,0,
29175,4527,1,00:00.0,00:00.0,0,0,
29176,4528,1,00:00.0,00:00.0,0,0,
29177,4529,1,00:00.0,00:00.0,0,0,
29178,4530,1,00:00.0,00:00.0,0,0,
29179,4532,1,00:00.0,00:00.0,0,0,
29180,4533,1,00:00.0,00:00.0,0,0,
29181,4535,1,00:00.0,00:00.0,0,0,
29182,4536,1,00:00.0,00:00.0,0,0,
29183,4537,1,00:00.0,00:00.0,0,0,
29184,4538,1,00:00.0,00:00.0,0,0,
29185,4540,1,00:00.0,00:00.0,0,0,
29186,4541,1,00:00.0,00:00.0,0,0,
29187,4543,1,00:00.0,00:00.0,0,0,
15364,13398,1,00:00.0,00:00.0,0,0,
15365,12647,3,00:00.0,00:00.0,1352865,0,
15366,13699,3,00:00.0,00:00.0,1336678,0,
15367,3371,1,00:00.0,00:00.0,0,0,
15368,7138,3,00:00.0,00:00.0,1121943,0,
15369,15650,1,00:00.0,00:00.0,0,0,
15370,16946,1,00:00.0,00:00.0,0,0,
15371,16942,1,00:00.0,00:00.0,0,0,
15372,16944,1,00:00.0,00:00.0,0,0,
15373,16016,1,00:00.0,00:00.0,0,0,
15374,3774,3,00:00.0,00:00.0,1151763,0,
15375,17147,3,00:00.0,00:00.0,1172276,0,
15376,17098,3,00:00.0,00:00.0,1492551,0,
15377,14212,1,00:00.0,00:00.0,0,0,
15378,13215,3,00:00.0,00:00.0,1906045,0,
15379,13270,3,00:00.0,00:00.0,1906045,0,
15380,11981,1,00:00.0,00:00.0,0,0,
15381,17100,3,00:00.0,00:00.0,1868767,0,
15382,8843,1,00:00.0,00:00.0,0,0,
15383,19498,3,00:00.0,00:00.0,1218440,0,
15384,5275,1,00:00.0,00:00.0,0,0,
15385,9469,3,00:00.0,00:00.0,1218440,0,
15386,1134,1,00:00.0,00:00.0,0,0,
15387,5996,1,00:00.0,00:00.0,0,0,
15388,2865,3,00:00.0,00:00.0,1142091,0,
15389,11411,1,00:00.0,00:00.0,0,0,
15390,5096,1,00:00.0,00:00.0,0,0,
15391,17030,1,00:00.0,00:00.0,0,0,
15392,17052,3,00:00.0,00:00.0,1341137,0,
15393,10159,3,00:00.0,00:00.0,1335763,0,
15394,14834,1,00:00.0,00:00.0,0,0,
15395,13086,4,00:00.0,00:00.0,0,0,
15396,19135,3,00:00.0,00:00.0,1230363,0,
15397,12360,1,00:00.0,00:00.0,0,0,
15398,12366,1,00:00.0,00:00.0,0,0,
15399,1153,1,00:00.0,00:00.0,0,0,
15400,1155,1,00:00.0,00:00.0,0,0,
15401,15888,1,00:00.0,00:00.0,0,0,
15402,2408,1,00:00.0,00:00.0,0,0,
15403,19042,1,00:00.0,00:00.0,0,0,
15404,8351,3,00:00.0,00:00.0,1360575,0,
15405,17011,3,00:00.0,00:00.0,1135251,0,
15406,13323,1,00:00.0,00:00.0,0,0,
15407,8331,3,00:00.0,00:00.0,1895547,0,
15408,7196,1,00:00.0,00:00.0,0,0,
15409,7200,1,00:00.0,00:00.0,0,0,
15410,7201,1,00:00.0,00:00.0,0,0,
